login,id,node_id,avatar_url,gravatar_id,url,html_url,followers_url,following_url,gists_url,starred_url,subscriptions_url,organizations_url,repos_url,events_url,received_events_url,type,site_admin,name,company,blog,location,email,hireable,bio,public_repos,public_gists,followers,following,created_at,updated_at
rubinmusuem,24391134,MDEyOk9yZ2FuaXphdGlvbjI0MzkxMTM0,https://avatars1.githubusercontent.com/u/24391134?v=4,,https://api.github.com/users/rubinmusuem,https://github.com/rubinmusuem,https://api.github.com/users/rubinmusuem/followers,https://api.github.com/users/rubinmusuem/following{/other_user},https://api.github.com/users/rubinmusuem/gists{/gist_id},https://api.github.com/users/rubinmusuem/starred{/owner}{/repo},https://api.github.com/users/rubinmusuem/subscriptions,https://api.github.com/users/rubinmusuem/orgs,https://api.github.com/users/rubinmusuem/repos,https://api.github.com/users/rubinmusuem/events{/privacy},https://api.github.com/users/rubinmusuem/received_events,Organization,false,Rubin Museum of Art,,rubinmuseum.org,NYC,,,,1,0,0,0,2016-12-05T14:54:14Z,2018-09-28T16:02:16Z
SaintLouisArtMuseum,30510023,MDEyOk9yZ2FuaXphdGlvbjMwNTEwMDIz,https://avatars0.githubusercontent.com/u/30510023?v=4,,https://api.github.com/users/SaintLouisArtMuseum,https://github.com/SaintLouisArtMuseum,https://api.github.com/users/SaintLouisArtMuseum/followers,https://api.github.com/users/SaintLouisArtMuseum/following{/other_user},https://api.github.com/users/SaintLouisArtMuseum/gists{/gist_id},https://api.github.com/users/SaintLouisArtMuseum/starred{/owner}{/repo},https://api.github.com/users/SaintLouisArtMuseum/subscriptions,https://api.github.com/users/SaintLouisArtMuseum/orgs,https://api.github.com/users/SaintLouisArtMuseum/repos,https://api.github.com/users/SaintLouisArtMuseum/events{/privacy},https://api.github.com/users/SaintLouisArtMuseum/received_events,Organization,false,Saint Louis Art Museum,,http://www.slam.org,"Saint Louis, MO",,,,0,0,0,0,2017-07-27T20:58:11Z,2017-07-27T21:02:59Z
sfmoma,635140,MDEyOk9yZ2FuaXphdGlvbjYzNTE0MA==,https://avatars3.githubusercontent.com/u/635140?v=4,,https://api.github.com/users/sfmoma,https://github.com/sfmoma,https://api.github.com/users/sfmoma/followers,https://api.github.com/users/sfmoma/following{/other_user},https://api.github.com/users/sfmoma/gists{/gist_id},https://api.github.com/users/sfmoma/starred{/owner}{/repo},https://api.github.com/users/sfmoma/subscriptions,https://api.github.com/users/sfmoma/orgs,https://api.github.com/users/sfmoma/repos,https://api.github.com/users/sfmoma/events{/privacy},https://api.github.com/users/sfmoma/received_events,Organization,false,SFMOMA Digital,,http://www.sfmoma.org,"San Francisco, CA",digital@sfmoma.org,,SFMOMA Web & Digital Platforms,4,0,0,0,2011-02-24T02:02:29Z,2018-02-27T04:09:50Z
scimusmn,777830,MDEyOk9yZ2FuaXphdGlvbjc3NzgzMA==,https://avatars3.githubusercontent.com/u/777830?v=4,,https://api.github.com/users/scimusmn,https://github.com/scimusmn,https://api.github.com/users/scimusmn/followers,https://api.github.com/users/scimusmn/following{/other_user},https://api.github.com/users/scimusmn/gists{/gist_id},https://api.github.com/users/scimusmn/starred{/owner}{/repo},https://api.github.com/users/scimusmn/subscriptions,https://api.github.com/users/scimusmn/orgs,https://api.github.com/users/scimusmn/repos,https://api.github.com/users/scimusmn/events{/privacy},https://api.github.com/users/scimusmn/received_events,Organization,false,Science Museum of Minnesota,,http://www.smm.org,"Saint Paul, MN",exhibit.media.admin@smm.org,,,165,0,0,0,2011-05-09T21:43:33Z,2018-07-31T01:06:54Z
SheddAquarium,35265234,MDEyOk9yZ2FuaXphdGlvbjM1MjY1MjM0,https://avatars2.githubusercontent.com/u/35265234?v=4,,https://api.github.com/users/SheddAquarium,https://github.com/SheddAquarium,https://api.github.com/users/SheddAquarium/followers,https://api.github.com/users/SheddAquarium/following{/other_user},https://api.github.com/users/SheddAquarium/gists{/gist_id},https://api.github.com/users/SheddAquarium/starred{/owner}{/repo},https://api.github.com/users/SheddAquarium/subscriptions,https://api.github.com/users/SheddAquarium/orgs,https://api.github.com/users/SheddAquarium/repos,https://api.github.com/users/SheddAquarium/events{/privacy},https://api.github.com/users/SheddAquarium/received_events,Organization,false,Shedd Aquarium,,www.sheddaquarum.org,"Chicago, IL",,,,1,0,0,0,2018-01-09T14:38:14Z,2018-08-31T22:12:41Z
Smithsonian,3631392,MDEyOk9yZ2FuaXphdGlvbjM2MzEzOTI=,https://avatars3.githubusercontent.com/u/3631392?v=4,,https://api.github.com/users/Smithsonian,https://github.com/Smithsonian,https://api.github.com/users/Smithsonian/followers,https://api.github.com/users/Smithsonian/following{/other_user},https://api.github.com/users/Smithsonian/gists{/gist_id},https://api.github.com/users/Smithsonian/starred{/owner}{/repo},https://api.github.com/users/Smithsonian/subscriptions,https://api.github.com/users/Smithsonian/orgs,https://api.github.com/users/Smithsonian/repos,https://api.github.com/users/Smithsonian/events{/privacy},https://api.github.com/users/Smithsonian/received_events,Organization,false,Smithsonian Institution,,https://www.si.edu/,"Washington, DC",davisda@si.edu,,Smithsonian Institution OCIO Central GitHub,85,0,0,0,2013-02-18T23:42:00Z,2018-08-10T14:58:56Z
NMAAHC,15135491,MDQ6VXNlcjE1MTM1NDkx,https://avatars1.githubusercontent.com/u/15135491?v=4,,https://api.github.com/users/NMAAHC,https://github.com/NMAAHC,https://api.github.com/users/NMAAHC/followers,https://api.github.com/users/NMAAHC/following{/other_user},https://api.github.com/users/NMAAHC/gists{/gist_id},https://api.github.com/users/NMAAHC/starred{/owner}{/repo},https://api.github.com/users/NMAAHC/subscriptions,https://api.github.com/users/NMAAHC/orgs,https://api.github.com/users/NMAAHC/repos,https://api.github.com/users/NMAAHC/events{/privacy},https://api.github.com/users/NMAAHC/received_events,User,false,Smithsonian National Museum of African American History and Culture (NMAAHC),,,"Washington, D.C.",,,,7,0,13,7,2015-10-15T04:17:13Z,2018-05-17T16:49:01Z
Guggenheim,1672377,MDEyOk9yZ2FuaXphdGlvbjE2NzIzNzc=,https://avatars1.githubusercontent.com/u/1672377?v=4,,https://api.github.com/users/Guggenheim,https://github.com/Guggenheim,https://api.github.com/users/Guggenheim/followers,https://api.github.com/users/Guggenheim/following{/other_user},https://api.github.com/users/Guggenheim/gists{/gist_id},https://api.github.com/users/Guggenheim/starred{/owner}{/repo},https://api.github.com/users/Guggenheim/subscriptions,https://api.github.com/users/Guggenheim/orgs,https://api.github.com/users/Guggenheim/repos,https://api.github.com/users/Guggenheim/events{/privacy},https://api.github.com/users/Guggenheim/received_events,Organization,false,Solomon R. Guggenheim Museum,,www.guggenheim.org,New York,,,The official GitHub repository of the Solomon R. Guggenheim Museum & Foundation.,3,0,0,0,2012-04-23T21:17:58Z,2018-07-31T23:34:59Z
usnationalarchives,1110487,MDEyOk9yZ2FuaXphdGlvbjExMTA0ODc=,https://avatars0.githubusercontent.com/u/1110487?v=4,,https://api.github.com/users/usnationalarchives,https://github.com/usnationalarchives,https://api.github.com/users/usnationalarchives/followers,https://api.github.com/users/usnationalarchives/following{/other_user},https://api.github.com/users/usnationalarchives/gists{/gist_id},https://api.github.com/users/usnationalarchives/starred{/owner}{/repo},https://api.github.com/users/usnationalarchives/subscriptions,https://api.github.com/users/usnationalarchives/orgs,https://api.github.com/users/usnationalarchives/repos,https://api.github.com/users/usnationalarchives/events{/privacy},https://api.github.com/users/usnationalarchives/received_events,Organization,false,U.S. National Archives,,https://www.archives.gov/developer,United States ,developer@nara.gov,,,31,0,0,0,2011-10-07T15:09:36Z,2018-07-30T22:05:47Z
VizcayaMuseum,28983354,MDEyOk9yZ2FuaXphdGlvbjI4OTgzMzU0,https://avatars1.githubusercontent.com/u/28983354?v=4,,https://api.github.com/users/VizcayaMuseum,https://github.com/VizcayaMuseum,https://api.github.com/users/VizcayaMuseum/followers,https://api.github.com/users/VizcayaMuseum/following{/other_user},https://api.github.com/users/VizcayaMuseum/gists{/gist_id},https://api.github.com/users/VizcayaMuseum/starred{/owner}{/repo},https://api.github.com/users/VizcayaMuseum/subscriptions,https://api.github.com/users/VizcayaMuseum/orgs,https://api.github.com/users/VizcayaMuseum/repos,https://api.github.com/users/VizcayaMuseum/events{/privacy},https://api.github.com/users/VizcayaMuseum/received_events,Organization,false,,,vizcaya.org,Miami FL,,,Vizcaya was created as James Deering’s subtropical winter home in the 1910s and today it is a National Historic Landmark and accredited museum. ,9,0,0,0,2017-05-26T14:04:16Z,2018-08-08T22:08:51Z
walkerart,1482563,MDEyOk9yZ2FuaXphdGlvbjE0ODI1NjM=,https://avatars2.githubusercontent.com/u/1482563?v=4,,https://api.github.com/users/walkerart,https://github.com/walkerart,https://api.github.com/users/walkerart/followers,https://api.github.com/users/walkerart/following{/other_user},https://api.github.com/users/walkerart/gists{/gist_id},https://api.github.com/users/walkerart/starred{/owner}{/repo},https://api.github.com/users/walkerart/subscriptions,https://api.github.com/users/walkerart/orgs,https://api.github.com/users/walkerart/repos,https://api.github.com/users/walkerart/events{/privacy},https://api.github.com/users/walkerart/received_events,Organization,false,Walker Art Center,,http://www.walkerart.org/,Minneapolis,,,,30,0,0,0,2012-02-28T16:53:53Z,2018-09-01T01:46:47Z
WaltersArtMuseum,6173585,MDEyOk9yZ2FuaXphdGlvbjYxNzM1ODU=,https://avatars2.githubusercontent.com/u/6173585?v=4,,https://api.github.com/users/WaltersArtMuseum,https://github.com/WaltersArtMuseum,https://api.github.com/users/WaltersArtMuseum/followers,https://api.github.com/users/WaltersArtMuseum/following{/other_user},https://api.github.com/users/WaltersArtMuseum/gists{/gist_id},https://api.github.com/users/WaltersArtMuseum/starred{/owner}{/repo},https://api.github.com/users/WaltersArtMuseum/subscriptions,https://api.github.com/users/WaltersArtMuseum/orgs,https://api.github.com/users/WaltersArtMuseum/repos,https://api.github.com/users/WaltersArtMuseum/events{/privacy},https://api.github.com/users/WaltersArtMuseum/received_events,Organization,false,The Walters Art Museum,,http://thewalters.org,"Baltimore, MD",waltersweb@thewalters.org,,"The Walters Art Museum brings art and people together for enjoyment, discovery, and learning.",12,0,0,0,2013-12-12T21:58:18Z,2018-08-02T02:53:46Z
whitneymuseum,574937,MDEyOk9yZ2FuaXphdGlvbjU3NDkzNw==,https://avatars1.githubusercontent.com/u/574937?v=4,,https://api.github.com/users/whitneymuseum,https://github.com/whitneymuseum,https://api.github.com/users/whitneymuseum/followers,https://api.github.com/users/whitneymuseum/following{/other_user},https://api.github.com/users/whitneymuseum/gists{/gist_id},https://api.github.com/users/whitneymuseum/starred{/owner}{/repo},https://api.github.com/users/whitneymuseum/subscriptions,https://api.github.com/users/whitneymuseum/orgs,https://api.github.com/users/whitneymuseum/repos,https://api.github.com/users/whitneymuseum/events{/privacy},https://api.github.com/users/whitneymuseum/received_events,Organization,false,Whitney Museum of American Art,,https://whitney.org,,webmaster@whitney.org,,,1,0,0,0,2011-01-20T18:25:51Z,2018-09-20T14:59:16Z
wcmaart,25799214,MDEyOk9yZ2FuaXphdGlvbjI1Nzk5MjE0,https://avatars0.githubusercontent.com/u/25799214?v=4,,https://api.github.com/users/wcmaart,https://github.com/wcmaart,https://api.github.com/users/wcmaart/followers,https://api.github.com/users/wcmaart/following{/other_user},https://api.github.com/users/wcmaart/gists{/gist_id},https://api.github.com/users/wcmaart/starred{/owner}{/repo},https://api.github.com/users/wcmaart/subscriptions,https://api.github.com/users/wcmaart/orgs,https://api.github.com/users/wcmaart/repos,https://api.github.com/users/wcmaart/events{/privacy},https://api.github.com/users/wcmaart/received_events,Organization,false,Williams College Museum of Art,,https://wcma.williams.edu,"Williamstown, MA",,,,8,0,0,0,2017-02-15T16:34:39Z,2018-08-09T19:41:00Z
BritishMuseum,12939426,MDEyOk9yZ2FuaXphdGlvbjEyOTM5NDI2,https://avatars2.githubusercontent.com/u/12939426?v=4,,https://api.github.com/users/BritishMuseum,https://github.com/BritishMuseum,https://api.github.com/users/BritishMuseum/followers,https://api.github.com/users/BritishMuseum/following{/other_user},https://api.github.com/users/BritishMuseum/gists{/gist_id},https://api.github.com/users/BritishMuseum/starred{/owner}{/repo},https://api.github.com/users/BritishMuseum/subscriptions,https://api.github.com/users/BritishMuseum/orgs,https://api.github.com/users/BritishMuseum/repos,https://api.github.com/users/BritishMuseum/events{/privacy},https://api.github.com/users/BritishMuseum/received_events,Organization,false,The British Museum,,http://britishmuseum.org,"Bloomsbury, London",,,The Museum houses a vast collection of world art and artefacts and is free to all visitors. ,19,0,0,0,2015-06-17T16:37:09Z,2018-08-08T03:43:27Z
NaturalHistoryMuseum,5260760,MDEyOk9yZ2FuaXphdGlvbjUyNjA3NjA=,https://avatars1.githubusercontent.com/u/5260760?v=4,,https://api.github.com/users/NaturalHistoryMuseum,https://github.com/NaturalHistoryMuseum,https://api.github.com/users/NaturalHistoryMuseum/followers,https://api.github.com/users/NaturalHistoryMuseum/following{/other_user},https://api.github.com/users/NaturalHistoryMuseum/gists{/gist_id},https://api.github.com/users/NaturalHistoryMuseum/starred{/owner}{/repo},https://api.github.com/users/NaturalHistoryMuseum/subscriptions,https://api.github.com/users/NaturalHistoryMuseum/orgs,https://api.github.com/users/NaturalHistoryMuseum/repos,https://api.github.com/users/NaturalHistoryMuseum/events{/privacy},https://api.github.com/users/NaturalHistoryMuseum/received_events,Organization,false,Natural History Museum,,http://nhm.ac.uk,London,,,,115,0,0,0,2013-08-19T10:42:47Z,2018-08-02T16:56:17Z
RBGKew,6953174,MDEyOk9yZ2FuaXphdGlvbjY5NTMxNzQ=,https://avatars2.githubusercontent.com/u/6953174?v=4,,https://api.github.com/users/RBGKew,https://github.com/RBGKew,https://api.github.com/users/RBGKew/followers,https://api.github.com/users/RBGKew/following{/other_user},https://api.github.com/users/RBGKew/gists{/gist_id},https://api.github.com/users/RBGKew/starred{/owner}{/repo},https://api.github.com/users/RBGKew/subscriptions,https://api.github.com/users/RBGKew/orgs,https://api.github.com/users/RBGKew/repos,https://api.github.com/users/RBGKew/events{/privacy},https://api.github.com/users/RBGKew/received_events,Organization,false,"Royal Botanic Gardens, Kew",,https://www.kew.org/science/who-we-are-and-what-we-do/departments/biodiversity-informatics-and-spatial-analysis,London,bi@kew.org,,Biodiversity Informatics team at RBG Kew,24,0,0,0,2014-03-14T16:23:50Z,2018-09-03T15:11:13Z
tategallery,5802761,MDQ6VXNlcjU4MDI3NjE=,https://avatars3.githubusercontent.com/u/5802761?v=4,,https://api.github.com/users/tategallery,https://github.com/tategallery,https://api.github.com/users/tategallery/followers,https://api.github.com/users/tategallery/following{/other_user},https://api.github.com/users/tategallery/gists{/gist_id},https://api.github.com/users/tategallery/starred{/owner}{/repo},https://api.github.com/users/tategallery/subscriptions,https://api.github.com/users/tategallery/orgs,https://api.github.com/users/tategallery/repos,https://api.github.com/users/tategallery/events{/privacy},https://api.github.com/users/tategallery/received_events,User,false,Tate,Tate,http://www.tate.org.uk/,"Liverpool, London, St. Ives.",,,,1,0,48,0,2013-10-29T10:40:37Z,2016-02-27T11:58:44Z
vanda,344443,MDEyOk9yZ2FuaXphdGlvbjM0NDQ0Mw==,https://avatars3.githubusercontent.com/u/344443?v=4,,https://api.github.com/users/vanda,https://github.com/vanda,https://api.github.com/users/vanda/followers,https://api.github.com/users/vanda/following{/other_user},https://api.github.com/users/vanda/gists{/gist_id},https://api.github.com/users/vanda/starred{/owner}{/repo},https://api.github.com/users/vanda/subscriptions,https://api.github.com/users/vanda/orgs,https://api.github.com/users/vanda/repos,https://api.github.com/users/vanda/events{/privacy},https://api.github.com/users/vanda/received_events,Organization,false,Victoria and Albert Museum,,http://www.vam.ac.uk,"London, UK",,,,21,0,0,0,2010-07-26T12:56:30Z,2018-07-27T00:12:06Z
